START_DATE*,START_TIME,END_DATE*,END_TIME,CATEGORY*,TIME,START*,STOP*,MILES*,PURPOSE*
03-05-2016 16:52,04:52:00 PM,03-05-2016 17:13,09:05:00 PM,Business,05:26:00 AM,Cary,Morrisville,7.8,Meal/Entertain
03-05-2016 17:23,05:23:00 PM,03-05-2016 17:34,10:05:00 PM,Business,04:13:00 AM,Morrisville,Cary,3.9,Meal/Entertain
03-07-2016 09:10,09:10:00 AM,03-07-2016 09:20,11:05:00 PM,Business,04:42:00 AM,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
03-07-2016 09:23,09:23:00 AM,03-07-2016 09:47,12:05:00 AM,Business,01:55:00 PM,Cary,Raleigh,12.4,Customer Visit
03-07-2016 12:10,12:10:00 PM,03-07-2016 12:26,01:05:00 AM,Business,02:42:00 PM,Fayetteville Street,Meredith Townes,5.9,Customer Visit
03-07-2016 13:57,01:57:00 PM,03-07-2016 14:18,02:05:00 AM,Business,12:55:00 PM,Meredith Townes,Leesville Hollow,9.4,Meeting
03-07-2016 15:19,03:19:00 PM,03-07-2016 15:45,03:05:00 AM,Business,12:08:00 PM,Raleigh,Cary,11.9,Between Offices
03-08-2016 14:38,02:38:00 PM,03-08-2016 14:55,04:05:00 AM,Business,11:46:00 AM,Whitebridge,Waverly Place,7.2,Between Offices
03-08-2016 15:35,03:35:00 PM,03-08-2016 16:00,05:05:00 AM,Business,01:27:00 PM,Waverly Place,Whitebridge,7.6,Meal/Entertain
03-08-2016 16:13,04:13:00 PM,03-08-2016 16:25,06:05:00 AM,Personal,01:30:00 PM,Whitebridge,Whitebridge,1.6,
03-10-2016 03:36,03:36:00 AM,03-10-2016 03:53,07:05:00 AM,Business,01:52:00 PM,Cary,Morrisville,8.4,Meeting
03-10-2016 10:08,10:08:00 AM,03-10-2016 10:37,08:05:00 AM,Business,03:29:00 AM,East Austin,West University,12.8,Meeting
03-10-2016 14:39,02:39:00 PM,03-10-2016 14:55,09:05:00 AM,Business,09:57:00 PM,West University,South Congress,2.3,
03-10-2016 16:18,04:18:00 PM,03-10-2016 16:28,10:05:00 AM,Business,06:26:00 PM,South Congress,Arts District,1.6,
03-11-2016 09:47,09:47:00 AM,03-11-2016 09:59,11:05:00 AM,Business,05:47:00 PM,The Drag,Congress Ave District,2,Meal/Entertain
03-11-2016 10:29,10:29:00 AM,03-11-2016 10:36,12:05:00 PM,Business,01:18:00 AM,Congress Ave District,Downtown,0.8,
03-11-2016 11:57,11:57:00 AM,03-11-2016 12:04,01:05:00 PM,Business,01:36:00 AM,Downtown,Red River District,1.2,
03-11-2016 13:43,01:43:00 PM,03-11-2016 13:51,02:05:00 PM,Business,01:08:00 AM,Red River District,Downtown,1,
03-11-2016 19:21,07:21:00 PM,03-11-2016 19:35,03:05:00 PM,Business,12:22:00 AM,South Congress,The Drag,2.1,
03-12-2016 09:13,09:13:00 AM,03-12-2016 09:22,04:05:00 PM,Business,07:44:00 PM,The Drag,South Congress,2.2,
03-12-2016 18:27,06:27:00 PM,03-12-2016 18:37,05:05:00 PM,Personal,06:52:00 AM,South Congress,The Drag,1.9,
13-03-2016,09:07:00 AM,3/13/2016 9:37,06:05:00 PM,Business,10:38:00 PM,The Drag,Convention Center District,5.7,Meal/Entertain
13-03-2016,06:23:00 PM,3/13/2016 18:43,07:05:00 PM,Business,08:58:00 AM,South Congress,North Austin,8.4,Meal/Entertain
13-03-2016,08:07:00 PM,3/13/2016 20:28,08:05:00 PM,Business,12:42:00 AM,Georgian Acres,The Drag,6.2,Meal/Entertain
13-03-2016,08:39:00 PM,3/13/2016 20:58,09:05:00 PM,Business,11:58:00 PM,The Drag,North Austin,10.5,Meal/Entertain
13-03-2016,09:11:00 PM,3/13/2016 21:23,10:05:00 PM,Business,12:26:00 AM,North Austin,Coxville,7.2,Meal/Entertain
13-03-2016,10:19:00 PM,3/13/2016 22:39,11:05:00 PM,Business,12:54:00 AM,Coxville,The Drag,12.5,
14-03-2016,08:34:00 AM,3/14/2016 8:49,12:05:00 AM,Business,12:46:00 AM,The Drag,South Congress,2,Errand/Supplies
14-03-2016,06:39:00 PM,3/14/2016 18:55,01:05:00 AM,Business,03:31:00 PM,South Congress,The Drag,2.7,
15-03-2016,08:45:00 AM,3/15/2016 8:57,02:05:00 AM,Business,06:26:00 AM,The Drag,Convention Center District,2,Meal/Entertain
15-03-2016,08:48:00 PM,3/15/2016 21:01,03:05:00 AM,Business,05:20:00 PM,Downtown,The Drag,2.8,Meal/Entertain
16-03-2016,11:34:00 AM,3/16/2016 11:45,04:05:00 AM,Business,06:17:00 AM,The Drag,Congress Ave District,1.7,Meal/Entertain
16-03-2016,02:44:00 PM,3/16/2016 14:55,05:05:00 AM,Business,04:31:00 PM,Convention Center District,West University,2,
16-03-2016,06:43:00 PM,3/16/2016 18:56,06:05:00 AM,Business,02:21:00 PM,West University,Congress Ave District,2.1,Meal/Entertain
17-03-2016,12:33:00 AM,3/17/2016 0:44,07:05:00 AM,Personal,11:22:00 AM,Downtown,The Drag,1.7,
17-03-2016,12:52:00 PM,3/17/2016 15:11,08:05:00 AM,Business,06:32:00 AM,Austin,Katy,136,Customer Visit
17-03-2016,03:16:00 PM,3/17/2016 15:58,09:05:00 AM,Business,07:13:00 PM,Katy,Houston,30.2,Meeting
17-03-2016,05:20:00 PM,3/17/2016 18:02,10:05:00 AM,Business,05:49:00 PM,Midtown,Alief,15.5,Meal/Entertain
17-03-2016,06:47:00 PM,3/17/2016 19:09,11:05:00 AM,Personal,04:45:00 PM,Houston,Houston,4.9,
17-03-2016,08:57:00 PM,3/17/2016 21:28,12:05:00 PM,Personal,04:18:00 PM,Houston,Houston,12.6,
17-03-2016,09:48:00 PM,3/17/2016 22:04,01:05:00 PM,Personal,03:08:00 PM,Sharpstown,Midtown,10.4,
18-03-2016,07:15:00 AM,3/18/2016 7:21,02:05:00 PM,Business,03:17:00 PM,Midtown,Midtown,1.1,Meal/Entertain
18-03-2016,08:35:00 AM,3/18/2016 8:43,03:05:00 PM,Business,06:50:00 AM,Midtown,Midtown,1.1,Meal/Entertain
18-03-2016,06:24:00 PM,3/18/2016 19:08,04:05:00 PM,Business,06:30:00 AM,Midtown,Sharpstown,13.2,Meeting
18-03-2016,07:23:00 PM,3/18/2016 19:29,05:05:00 PM,Business,09:41:00 PM,Sharpstown,Sharpstown,1,Errand/Supplies
18-03-2016,09:01:00 PM,3/18/2016 21:15,06:05:00 PM,Business,09:42:00 PM,Sharpstown,Midtown,9.2,Customer Visit
19-03-2016,09:10:00 AM,3/19/2016 9:25,07:05:00 PM,Business,09:04:00 PM,Midtown,Sharpstown,9.4,Meal/Entertain
19-03-2016,12:50:00 PM,3/19/2016 13:13,08:05:00 PM,Business,09:55:00 AM,Houston,Sugar Land,12,Customer Visit
19-03-2016,02:01:00 PM,3/19/2016 14:57,09:05:00 PM,Business,07:15:00 AM,Sugar Land,Houston,35.1,Customer Visit
19-03-2016,03:34:00 PM,3/19/2016 16:38,10:05:00 PM,Business,07:04:00 AM,Houston,Galveston,36.5,Meal/Entertain
19-03-2016,05:17:00 PM,3/19/2016 17:32,11:05:00 PM,Business,06:31:00 AM,Galveston,Port Bolivar,3.1,Meal/Entertain
19-03-2016,05:37:00 PM,3/19/2016 17:47,12:05:00 AM,Business,05:48:00 AM,Port Bolivar,Port Bolivar,2.1,Errand/Supplies
19-03-2016,05:52:00 PM,3/19/2016 18:00,01:05:00 AM,Business,06:28:00 AM,Port Bolivar,Port Bolivar,1.2,
19-03-2016,06:53:00 PM,3/19/2016 19:29,02:05:00 AM,Business,07:13:00 AM,Port Bolivar,Galveston,7.5,Meeting
19-03-2016,07:33:00 PM,3/19/2016 20:39,03:05:00 AM,Business,07:12:00 AM,Galveston,Houston,57,Customer Visit
20-03-2016,07:37:00 AM,3/20/2016 7:48,04:05:00 AM,Business,07:32:00 AM,Midtown,Washington Avenue,5.9,Meeting
20-03-2016,11:42:00 AM,3/20/2016 11:56,05:05:00 AM,Business,08:28:00 PM,Washington Avenue,Midtown,6.2,Meeting
20-03-2016,05:08:00 PM,3/20/2016 17:34,06:05:00 AM,Business,05:23:00 PM,Midtown,Sharpstown,10.4,
20-03-2016,06:34:00 PM,3/20/2016 18:40,07:05:00 AM,Personal,12:57:00 PM,Sharpstown,Briar Meadow,1.2,
20-03-2016,06:45:00 PM,3/20/2016 19:06,08:05:00 AM,Business,12:31:00 PM,Briar Meadow,Midtown,9.6,Customer Visit
21-03-2016,10:21:00 AM,3/21/2016 10:26,09:05:00 AM,Personal,01:20:00 PM,Midtown,Downtown,1,
21-03-2016,04:05:00 PM,3/21/2016 16:13,10:05:00 AM,Business,10:44:00 PM,Downtown,Midtown,0.9,Meal/Entertain
21-03-2016,06:59:00 PM,3/21/2016 19:15,11:05:00 AM,Business,06:00:00 PM,Midtown,Sharpstown,8.8,
21-03-2016,08:18:00 PM,3/21/2016 20:55,12:05:00 PM,Business,04:06:00 PM,Sharpstown,Midtown,25.6,Meal/Entertain
22-03-2016,06:17:00 AM,3/22/2016 6:43,01:05:00 PM,Business,03:47:00 PM,Midtown,Greater Greenspoint,23,Meal/Entertain
22-03-2016,12:06:00 PM,3/22/2016 12:24,02:05:00 PM,Personal,06:48:00 AM,Morrisville,Cary,8.1,
22-03-2016,07:12:00 PM,3/22/2016 19:25,03:05:00 PM,Personal,01:59:00 AM,Whitebridge,Whitebridge,1.4,
23-03-2016,02:37:00 PM,3/23/2016 14:42,04:05:00 PM,Personal,07:53:00 PM,Whitebridge,Preston,1.7,
23-03-2016,02:53:00 PM,3/23/2016 14:59,05:05:00 PM,Personal,01:28:00 AM,Preston,Whitebridge,1.6,
24-03-2016,07:47:00 PM,3/24/2016 19:54,06:05:00 PM,Personal,02:12:00 AM,Whitebridge,Westpark Place,2,
24-03-2016,08:34:00 PM,3/24/2016 20:40,07:05:00 PM,Business,10:18:00 PM,Westpark Place,Whitebridge,2.2,
25-03-2016,01:24:00 PM,3/25/2016 16:22,08:05:00 PM,Business,10:31:00 PM,Cary,Latta,144,Customer Visit
25-03-2016,04:52:00 PM,3/25/2016 22:22,09:05:00 PM,Business,06:41:00 AM,Latta,Jacksonville,310.3,Customer Visit
25-03-2016,10:54:00 PM,3/26/2016 1:39,10:05:00 PM,Business,04:13:00 AM,Jacksonville,Kissimmee,201,Meeting
26-03-2016,02:05:00 PM,3/26/2016 14:29,11:05:00 PM,Personal,11:11:00 PM,Couples Glen,Isles of Buena Vista,6.7,
26-03-2016,03:19:00 PM,3/26/2016 15:49,12:05:00 AM,Personal,09:00:00 AM,Kissimmee,Orlando,8.8,
26-03-2016,04:26:00 PM,3/26/2016 16:30,01:05:00 AM,Personal,08:46:00 AM,Lake Reams,Lake Reams,1.2,
27-03-2016,12:31:00 AM,3/27/2016 0:40,02:05:00 AM,Business,08:39:00 AM,Lake Reams,Lake Reams,2.1,Errand/Supplies
27-03-2016,01:11:00 AM,3/27/2016 1:23,03:05:00 AM,Business,01:34:00 AM,Orlando,Kissimmee,6.6,Meal/Entertain
27-03-2016,03:31:00 PM,3/27/2016 15:56,04:05:00 AM,Business,01:54:00 AM,Kissimmee,Orlando,6.1,Customer Visit
27-03-2016,09:26:00 PM,3/27/2016 21:41,05:05:00 AM,Personal,12:34:00 PM,Orlando,Orlando,6.9,
27-03-2016,11:04:00 PM,3/27/2016 23:18,06:05:00 AM,Personal,07:39:00 AM,Orlando,Kissimmee,7.3,
28-03-2016,12:29:00 PM,3/28/2016 12:42,07:05:00 AM,Personal,07:01:00 AM,Kissimmee,Orlando,3.6,
28-03-2016,07:30:00 PM,3/28/2016 20:23,08:05:00 AM,Personal,06:36:00 PM,Couples Glen,Vista East,27.2,
28-03-2016,10:55:00 PM,3/28/2016 23:26,09:05:00 AM,Personal,12:35:00 PM,Orlando,Kissimmee,25.7,
29-03-2016,03:27:00 PM,3/29/2016 16:11,10:05:00 AM,Personal,10:10:00 AM,Kissimmee,Orlando,13.6,
29-03-2016,06:20:00 PM,3/29/2016 18:39,11:05:00 AM,Personal,06:38:00 PM,Sand Lake Commons,Sky Lake,6.2,
29-03-2016,08:29:00 PM,3/29/2016 20:44,12:05:00 PM,Personal,04:45:00 PM,Sky Lake,Sand Lake Commons,6,
29-03-2016,11:04:00 PM,3/29/2016 23:21,01:05:00 PM,Personal,03:36:00 PM,Orlando,Kissimmee,13.8,
30-03-2016,10:05:00 PM,3/30/2016 22:55,02:05:00 PM,Business,02:01:00 PM,Orlando,Kissimmee,28.8,Meal/Entertain
31-03-2016,12:47:00 PM,3/31/2016 13:22,03:05:00 PM,Business,04:00:00 PM,Kissimmee,Orlando,16.1,Temporary Site
31-03-2016,02:37:00 PM,3/31/2016 15:09,04:05:00 PM,Business,02:18:00 AM,Orlando,Kissimmee,16.4,Meal/Entertain
04-01-2016 13:43,01:43:00 PM,04-01-2016 14:01,05:05:00 PM,Business,01:28:00 AM,Kissimmee,Kissimmee,11,Meeting
04-01-2016 14:36,02:36:00 PM,04-01-2016 15:24,06:05:00 PM,Business,03:22:00 AM,Kissimmee,Orlando,15.5,Customer Visit
04-01-2016 16:01,04:01:00 PM,04-01-2016 16:49,07:05:00 PM,Business,03:29:00 AM,Orlando,Kissimmee,20.3,Meeting
04-01-2016 16:52,04:52:00 PM,04-01-2016 16:57,08:05:00 PM,Personal,03:04:00 AM,Kissimmee,Kissimmee,0.7,
04-02-2016 08:48,08:48:00 AM,04-02-2016 09:04,09:05:00 PM,Personal,03:13:00 AM,Kissimmee,Kissimmee,5.5,
04-02-2016 11:01,11:01:00 AM,04-02-2016 11:16,10:05:00 PM,Personal,12:17:00 PM,Kissimmee,Kissimmee,5.1,
04-02-2016 12:21,12:21:00 PM,04-02-2016 14:47,11:05:00 PM,Business,11:04:00 AM,Kissimmee,Daytona Beach,77.3,Customer Visit
04-02-2016 16:57,04:57:00 PM,04-02-2016 18:09,12:05:00 AM,Business,10:44:00 AM,Daytona Beach,Jacksonville,80.5,Customer Visit
04-02-2016 19:38,07:38:00 PM,04-02-2016 22:36,01:05:00 AM,Business,07:08:00 AM,Jacksonville,Ridgeland,174.2,Customer Visit
04-02-2016 23:11,11:11:00 PM,04-03-2016 01:34,02:05:00 AM,Business,05:27:00 AM,Ridgeland,Florence,144,Meeting
04-03-2016 02:00,02:00:00 AM,04-03-2016 04:16,03:05:00 AM,Business,02:54:00 AM,Florence,Cary,159.3,Meeting
04-05-2016 21:39,09:39:00 PM,04-05-2016 21:55,04:05:00 AM,Business,01:05:00 AM,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
04-06-2016 00:19,12:19:00 AM,04-06-2016 00:39,05:05:00 AM,Business,06:26:00 AM,Wayne Ridge,Whitebridge,8,Meal/Entertain
04-07-2016 18:20,06:20:00 PM,04-07-2016 18:39,06:05:00 AM,Business,04:46:00 AM,Cary,Morrisville,6.1,Meal/Entertain
04-07-2016 19:45,07:45:00 PM,04-07-2016 20:00,07:05:00 AM,Business,11:45:00 AM,Morrisville,Cary,6.1,Errand/Supplies
04-08-2016 12:30,12:30:00 PM,04-08-2016 12:48,08:05:00 AM,Business,11:20:00 AM,Cary,Durham,10.5,Meeting
04-08-2016 13:34,01:34:00 PM,04-08-2016 13:51,09:05:00 AM,Business,07:35:00 PM,Durham,Cary,8.7,Meal/Entertain
04-08-2016 13:55,01:55:00 PM,04-08-2016 14:03,10:05:00 AM,Business,07:31:00 PM,Westpark Place,Whitebridge,1.8,Errand/Supplies
04-08-2016 14:43,02:43:00 PM,04-08-2016 15:20,11:05:00 AM,Business,08:10:00 PM,Cary,Raleigh,19.1,Meeting
04-08-2016 16:05,04:05:00 PM,04-08-2016 16:47,12:05:00 PM,Business,08:22:00 PM,Raleigh,Cary,18.6,Meeting
04-12-2016 09:15,09:15:00 AM,04-12-2016 09:26,01:05:00 PM,Business,08:00:00 PM,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
04-12-2016 09:34,09:34:00 AM,04-12-2016 09:53,02:05:00 PM,Business,03:50:00 AM,Cary,Raleigh,8.9,Meeting
04-12-2016 10:58,10:58:00 AM,04-12-2016 11:18,03:05:00 PM,Business,04:31:00 AM,Meredith,Cedar Hill,7.5,Customer Visit
04-12-2016 12:22,12:22:00 PM,04-12-2016 12:44,04:05:00 PM,Business,04:07:00 AM,Raleigh,Morrisville,15.9,Meeting
04-12-2016 13:42,01:42:00 PM,04-12-2016 14:01,05:05:00 PM,Business,03:43:00 AM,Morrisville,Cary,6.5,Meal/Entertain
14-04-2016,07:29:00 AM,4/14/2016 8:09,06:05:00 PM,Business,03:23:00 AM,Cary,Holly Springs,15.3,Temporary Site
14-04-2016,04:00:00 PM,4/14/2016 16:43,07:05:00 PM,Business,10:36:00 AM,Holly Springs,Cary,13.7,Temporary Site
15-04-2016,11:36:00 AM,4/15/2016 12:07,08:05:00 PM,Business,03:05:00 AM,Cary,Raleigh,11.9,Temporary Site
15-04-2016,12:29:00 PM,4/15/2016 12:32,09:05:00 PM,Business,08:29:00 AM,Meredith Townes,Harden Place,1.4,Errand/Supplies
15-04-2016,02:31:00 PM,4/15/2016 15:01,10:05:00 PM,Business,08:36:00 AM,Raleigh,Cary,15.2,Meeting
16-04-2016,12:59:00 PM,4/16/2016 13:17,11:05:00 PM,Business,07:34:00 AM,Cary,Morrisville,6,Errand/Supplies
16-04-2016,03:10:00 PM,4/16/2016 15:26,12:05:00 AM,Business,10:06:00 AM,Morrisville,Cary,6.1,Meal/Entertain
19-04-2016,05:44:00 PM,4/19/2016 18:08,01:05:00 AM,Business,08:55:00 AM,Whitebridge,Wayne Ridge,8.2,Meal/Entertain
19-04-2016,07:57:00 PM,4/19/2016 20:19,02:05:00 AM,Business,07:21:00 AM,Wayne Ridge,Whitebridge,8,Meal/Entertain
22-04-2016,08:25:00 AM,4/22/2016 9:04,03:05:00 AM,Business,06:08:00 AM,Cary,Raleigh,13.6,Meeting
22-04-2016,10:10:00 AM,4/22/2016 10:40,04:05:00 AM,Business,06:40:00 PM,Raleigh,Cary,22.5,Meeting
22-04-2016,12:08:00 PM,4/22/2016 12:28,05:05:00 AM,Business,05:55:00 PM,Cary,Durham,10.4,Meeting
22-04-2016,01:02:00 PM,4/22/2016 13:26,06:05:00 AM,Business,04:57:00 PM,Durham,Cary,10,Meeting
23-04-2016,05:03:00 PM,4/23/2016 17:16,07:05:00 AM,Business,05:03:00 PM,Whitebridge,Tanglewood,6,Meal/Entertain
23-04-2016,06:49:00 PM,4/23/2016 19:05,08:05:00 AM,Business,02:02:00 PM,Tanglewood,Whitebridge,6.5,Meal/Entertain
24-04-2016,07:07:00 PM,4/24/2016 19:16,09:05:00 AM,Business,01:16:00 PM,Cary,Morrisville,3.1,Errand/Supplies
24-04-2016,07:46:00 PM,4/24/2016 19:52,10:05:00 AM,Business,01:58:00 PM,Chessington,Chessington,1.9,Errand/Supplies
24-04-2016,09:41:00 PM,4/24/2016 21:50,11:05:00 AM,Business,02:19:00 PM,Morrisville,Cary,4.2,Between Offices
27-04-2016,01:30:00 PM,4/27/2016 13:40,12:05:00 PM,Business,01:24:00 PM,Whitebridge,Burtrose,4.9,Between Offices
27-04-2016,02:13:00 PM,4/27/2016 14:25,01:05:00 PM,Business,10:35:00 PM,Burtrose,Whitebridge,4.8,Between Offices
28-04-2016,12:09:00 PM,4/28/2016 12:34,02:05:00 PM,Business,10:52:00 PM,Cary,Raleigh,12.4,Customer Visit
28-04-2016,01:30:00 PM,4/28/2016 13:49,03:05:00 PM,Business,01:56:00 AM,Raleigh,Cary,32.8,Customer Visit
28-04-2016,10:10:00 PM,4/28/2016 22:28,04:05:00 PM,Business,01:35:00 AM,Morrisville,Cary,5.5,Customer Visit
29-04-2016,11:44:00 AM,4/29/2016 12:01,05:05:00 PM,Business,05:55:00 PM,Cary,Durham,9.9,Meeting
29-04-2016,01:13:00 PM,4/29/2016 13:34,06:05:00 PM,Business,05:21:00 AM,Durham,Cary,10,Meeting
29-04-2016,06:46:00 PM,4/29/2016 19:18,07:05:00 PM,Business,04:52:00 AM,Cary,Durham,14.2,Customer Visit
29-04-2016,10:44:00 PM,4/29/2016 23:19,08:05:00 PM,Business,12:19:00 AM,Durham,Cary,18.2,Meeting
30-04-2016,06:42:00 PM,4/30/2016 18:57,09:05:00 PM,Business,09:21:00 PM,Whitebridge,Waverly Place,7.7,Meal/Entertain
30-04-2016,10:16:00 PM,4/30/2016 22:34,10:05:00 PM,Business,02:23:00 AM,Waverly Place,Whitebridge,6.8,
05-01-2016 13:45,01:45:00 PM,05-01-2016 13:53,11:05:00 PM,Business,11:49:00 PM,Whitebridge,Westpark Place,2.1,Meal/Entertain
05-01-2016 14:26,02:26:00 PM,05-01-2016 14:31,12:05:00 AM,Business,09:20:00 AM,Westpark Place,Whitebridge,2.3,
05-01-2016 17:33,05:33:00 PM,05-01-2016 17:45,01:05:00 AM,Business,09:39:00 AM,Whitebridge,Tanglewood,6.2,Between Offices
05-01-2016 17:54,05:54:00 PM,05-01-2016 18:10,02:05:00 AM,Business,07:32:00 AM,Tanglewood,Parkway,7.5,Meeting
05-01-2016 22:38,10:38:00 PM,05-01-2016 22:49,03:05:00 AM,Business,08:11:00 AM,Parkway,Whitebridge,3.1,Errand/Supplies
05-02-2016 14:14,02:14:00 PM,05-02-2016 14:21,04:05:00 AM,Business,04:27:00 AM,Whitebridge,Westpark Place,2.2,Errand/Supplies
05-02-2016 15:37,03:37:00 PM,05-02-2016 15:48,05:05:00 AM,Business,01:51:00 PM,Westpark Place,Whitebridge,3.9,Meal/Entertain
05-03-2016 22:20,10:20:00 PM,05-03-2016 22:28,06:05:00 AM,Business,01:28:00 PM,Morrisville,Cary,2.5,Meal/Entertain
05-04-2016 15:16,03:16:00 PM,05-04-2016 15:37,07:05:00 AM,Business,07:45:00 AM,Cary,Morrisville,8.7,Meal/Entertain
05-04-2016 20:55,08:55:00 PM,05-04-2016 21:14,08:05:00 AM,Business,03:49:00 PM,Mcvan,Capitol One,14.5,Errand/Supplies
05-04-2016 21:30,09:30:00 PM,05-04-2016 21:36,09:05:00 AM,Business,11:10:00 AM,Capitol One,University District,4.5,Meal/Entertain
05-04-2016 22:19,10:19:00 PM,05-04-2016 22:27,10:05:00 AM,Business,11:35:00 AM,University District,Capitol One,5,Meal/Entertain
05-05-2016 21:24,09:24:00 PM,05-05-2016 21:36,11:05:00 AM,Business,11:46:00 AM,Seattle,Redmond,14.2,Meal/Entertain
05-05-2016 22:34,10:34:00 PM,05-05-2016 22:40,12:05:00 PM,Business,01:41:00 PM,Redmond,Bellevue,2.9,Errand/Supplies
05-05-2016 23:55,11:55:00 PM,05-06-2016 00:08,01:05:00 PM,Business,01:31:00 PM,Bellevue,Seattle,12.9,Meeting
05-06-2016 05:47,05:47:00 AM,05-06-2016 06:02,02:05:00 PM,Business,01:10:00 PM,Capitol One,Mcvan,14.4,Meeting
05-06-2016 16:45,04:45:00 PM,05-06-2016 16:59,03:05:00 PM,Business,08:18:00 AM,Chapel Hill,Morrisville,17,Meeting
05-06-2016 17:18,05:18:00 PM,05-06-2016 17:44,04:05:00 PM,Business,10:20:00 PM,Morrisville,Cary,7.9,Customer Visit
05-09-2016 06:08,06:08:00 AM,05-09-2016 06:25,05:05:00 PM,Business,10:47:00 PM,Cary,Morrisville,8.4,Customer Visit
05-09-2016 14:39,02:39:00 PM,05-09-2016 15:06,06:05:00 PM,Business,10:57:00 AM,San Francisco,Palo Alto,20.5,Between Offices
05-09-2016 17:58,05:58:00 PM,05-09-2016 18:26,07:05:00 PM,Business,03:26:00 AM,Palo Alto,Sunnyvale,9.8,Customer Visit
05-09-2016 19:35,07:35:00 PM,05-09-2016 19:59,08:05:00 PM,Business,01:07:00 AM,Sunnyvale,Newark,17.6,Customer Visit
05-10-2016 09:03,09:03:00 AM,05-10-2016 09:20,09:05:00 PM,Business,12:30:00 AM,Newark,Menlo Park,9.3,Customer Visit
05-10-2016 17:19,05:19:00 PM,05-10-2016 17:31,10:05:00 PM,Business,12:02:00 PM,Menlo Park,Newark,7.9,Customer Visit
05-11-2016 08:35,08:35:00 AM,05-11-2016 09:12,11:05:00 PM,Business,04:46:00 AM,Newark,San Francisco,25.6,Meeting
05-11-2016 21:47,09:47:00 PM,05-11-2016 22:04,12:05:00 AM,Business,02:30:00 PM,Morrisville,Cary,8.1,Meeting
14-05-2016,06:35:00 PM,5/14/2016 18:39,01:05:00 AM,Business,02:18:00 AM,Cary,Morrisville,3.1,Meal/Entertain
14-05-2016,11:01:00 PM,5/14/2016 23:05,02:05:00 AM,Business,06:30:00 AM,Morrisville,Cary,3.1,Meal/Entertain
17-05-2016,01:15:00 PM,5/17/2016 13:23,03:05:00 AM,Business,03:04:00 AM,Whitebridge,Preston,2.8,Errand/Supplies
17-05-2016,01:56:00 PM,5/17/2016 14:08,04:05:00 AM,Business,01:50:00 PM,Preston,Westpark Place,2.7,Errand/Supplies
17-05-2016,02:34:00 PM,5/17/2016 14:40,05:05:00 AM,Business,02:09:00 PM,Westpark Place,Whitebridge,1.9,Errand/Supplies
18-05-2016,09:11:00 AM,5/18/2016 9:41,06:05:00 AM,Business,02:31:00 PM,Cary,Morrisville,8.4,Customer Visit
18-05-2016,01:00:00 PM,5/18/2016 13:02,07:05:00 AM,Business,08:54:00 PM,Morrisville,Raleigh,7.6,Customer Visit
19-05-2016,02:37:00 PM,5/19/2016 15:01,08:05:00 AM,Business,06:05:00 PM,Old City,Parkway Museums,2.9,Meal/Entertain
20-05-2016,10:56:00 AM,5/20/2016 11:07,09:05:00 AM,Business,05:28:00 PM,Old City,Hog Island,11.2,Meeting
20-05-2016,03:43:00 PM,5/20/2016 16:12,10:05:00 AM,Business,10:09:00 PM,Morrisville,Cary,8.2,Meal/Entertain
22-05-2016,03:39:00 PM,5/22/2016 15:46,11:05:00 AM,Business,06:22:00 PM,Cary,Morrisville,3,Meal/Entertain
22-05-2016,06:46:00 PM,5/22/2016 18:53,12:05:00 PM,Business,07:26:00 PM,Morrisville,Cary,2.5,Meal/Entertain
23-05-2016,08:19:00 PM,5/23/2016 20:27,01:05:00 PM,Business,05:19:00 PM,Whitebridge,Savon Height,3.6,Meal/Entertain
23-05-2016,09:09:00 PM,5/23/2016 21:21,02:05:00 PM,Business,04:46:00 PM,Savon Height,Whitebridge,3.6,Errand/Supplies
27-05-2016,08:26:00 PM,5/27/2016 20:30,03:05:00 PM,Business,04:56:00 PM,Whitebridge,Kildaire Farms,4.5,Errand/Supplies
27-05-2016,08:47:00 PM,5/27/2016 20:53,04:05:00 PM,Business,06:39:00 PM,Savon Height,Kilarney Woods,1.2,
27-05-2016,10:11:00 PM,5/27/2016 22:14,05:05:00 PM,Business,07:18:00 PM,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies
28-05-2016,12:15:00 AM,5/28/2016 0:21,06:05:00 PM,Business,06:54:00 PM,Kilarney Woods,Whitebridge,4.7,Errand/Supplies
28-05-2016,12:52:00 PM,5/28/2016 13:06,07:05:00 PM,Business,05:50:00 PM,Cary,Morrisville,6.1,Meal/Entertain
28-05-2016,02:35:00 PM,5/28/2016 15:04,08:05:00 PM,Business,06:13:00 AM,Morrisville,Cary,11.3,Customer Visit
31-05-2016,01:54:00 PM,5/31/2016 14:41,09:05:00 PM,Business,05:30:00 AM,Cary,Raleigh,14.9,Meeting
31-05-2016,04:02:00 PM,5/31/2016 16:39,10:05:00 PM,Business,07:11:00 AM,Raleigh,Cary,14,Meeting
31-05-2016,05:50:00 PM,5/31/2016 17:59,11:05:00 PM,Business,06:03:00 AM,Westpark Place,Whitebridge,1.8,
06-01-2016 10:19,10:19:00 AM,06-01-2016 10:47,12:05:00 AM,Business,05:15:00 AM,Cary,Morrisville,6.7,Customer Visit
